"","customer_1.36000","customer_2.12000","customer_3.12000","customer_4.12000","customer_5.36000","customer_6.12000","customer_7.12000","customer_8.12000"
"1",0.710416666666667,0.687583333333333,0.684666666666667,0.661416666666667,0.730666666666667,0.717416666666667,0.694833333333333,0.678666666666667
"2",0.717416666666667,0.6975,0.685916666666667,0.673166666666667,0.728055555555556,0.71075,0.701333333333333,0.685833333333333
"3",0.711666666666667,0.688916666666667,0.677583333333333,0.664916666666667,0.727527777777778,0.70175,0.696416666666667,0.685583333333333
"4",0.714555555555556,0.68675,0.679833333333333,0.673166666666667,0.734555555555556,0.70975,0.6945,0.693916666666667
"5",0.705527777777778,0.695,0.675666666666667,0.667666666666667,0.72875,0.711,0.69675,0.672583333333333
"6",0.713555555555556,0.68975,0.6855,0.67225,0.729416666666667,0.717833333333333,0.705166666666667,0.69075
"7",0.709888888888889,0.690583333333333,0.677416666666667,0.659833333333333,0.732472222222222,0.718166666666667,0.711416666666667,0.686916666666667
"8",0.716194444444444,0.694416666666667,0.679,0.6805,0.731777777777778,0.714,0.702,0.694416666666667
"9",0.708388888888889,0.699666666666667,0.672666666666667,0.673333333333333,0.729055555555556,0.72125,0.711833333333333,0.689333333333333
"10",0.708972222222222,0.704583333333333,0.680666666666667,0.6635,0.731888888888889,0.709583333333333,0.70425,0.6835
"11",0.712944444444444,0.692333333333333,0.67725,0.6785,0.735666666666667,0.708166666666667,0.702083333333333,0.692833333333333
"12",0.7085,0.698416666666667,0.6905,0.673416666666667,0.727805555555556,0.713666666666667,0.700166666666667,0.689
"13",0.711527777777778,0.69,0.6795,0.668416666666667,0.739194444444444,0.70875,0.701666666666667,0.688583333333333
"14",0.713333333333333,0.695416666666667,0.679333333333333,0.6775,0.732083333333333,0.712,0.703083333333333,0.685166666666667
"15",0.710277777777778,0.699916666666667,0.6735,0.672166666666667,0.728611111111111,0.706583333333333,0.704,0.68675
"16",0.711611111111111,0.686333333333333,0.676083333333333,0.671083333333333,0.738194444444444,0.704916666666667,0.701,0.69175
"17",0.709055555555556,0.694583333333333,0.676,0.672333333333333,0.733166666666667,0.714666666666667,0.696916666666667,0.689666666666667
"18",0.707166666666667,0.69525,0.678166666666667,0.67,0.725138888888889,0.71325,0.701333333333333,0.685416666666667
"19",0.710638888888889,0.685333333333333,0.673833333333333,0.659,0.732861111111111,0.714583333333333,0.699583333333333,0.676583333333333
"20",0.713722222222222,0.694083333333333,0.684416666666667,0.658166666666667,0.731444444444444,0.693083333333333,0.710833333333333,0.69475
"21",0.711861111111111,0.688833333333333,0.6815,0.672666666666667,0.7335,0.716833333333333,0.693333333333333,0.681583333333333
"22",0.713916666666667,0.681666666666667,0.663083333333333,0.665916666666667,0.728666666666667,0.715166666666667,0.691833333333333,0.694583333333333
"23",0.709527777777778,0.690083333333333,0.686916666666667,0.6695,0.736888888888889,0.71475,0.690833333333333,0.691416666666667
"24",0.712,0.68575,0.675083333333333,0.67575,0.730277777777778,0.71675,0.7115,0.673833333333333
"25",0.707388888888889,0.6925,0.67725,0.670083333333333,0.728222222222222,0.715,0.693,0.689166666666667
"26",0.708694444444444,0.692,0.68275,0.66225,0.726888888888889,0.714916666666667,0.69575,0.6865
"27",0.711638888888889,0.694166666666667,0.68725,0.668916666666667,0.723305555555556,0.712166666666667,0.692583333333333,0.685166666666667
"28",0.710361111111111,0.685416666666667,0.676166666666667,0.667416666666667,0.735861111111111,0.72125,0.706416666666667,0.690333333333333
